Project ID	Project Name 	Country Code	Borrower	Guarantor
P168061	Hubei Smart Agriculture Project	CN	MINISTRY OF FINANCE	China
P168061	Hubei Smart Agriculture Project	CN	MINISTRY OF FINANCE	China
P168061	Hubei Smart Agriculture Project	CN	MINISTRY OF FINANCE	China
P168061	Hubei Smart Agriculture Project	CN	MINISTRY OF FINANCE	China
P168061	Hubei Smart Agriculture Project	CN	MINISTRY OF FINANCE	China
P168061	Hubei Smart Agriculture Project	CN	MINISTRY OF FINANCE	China
P168061	Hubei Smart Agriculture Project	CN	MINISTRY OF FINANCE	China
P160665	Social Assistance Reform Program	ID	Ministry of Finance	Indonesia
P160665	Social Assistance Reform Program	ID	Ministry of Finance	Indonesia
P160665	Social Assistance Reform Program	ID	Ministry of Finance	Indonesia
P160665	Social Assistance Reform Program	ID	Ministry of Finance	Indonesia
P160665	Social Assistance Reform Program	ID	Ministry of Finance	Indonesia
P160665	Social Assistance Reform Program	ID	Ministry of Finance	Indonesia
P160665	Social Assistance Reform Program	ID	Ministry of Finance	Indonesia
P172732	Tamil Nadu Housing Sector Strengthening	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P172732	Tamil Nadu Housing Sector Strengthening	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P172732	Tamil Nadu Housing Sector Strengthening	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P172732	Tamil Nadu Housing Sector Strengthening	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P172732	Tamil Nadu Housing Sector Strengthening	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P172732	Tamil Nadu Housing Sector Strengthening	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P172732	Tamil Nadu Housing Sector Strengthening	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P168590	TNHHDP	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P168590	TNHHDP	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P168590	TNHHDP	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P168590	TNHHDP	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P168590	TNHHDP	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P168590	TNHHDP	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P168590	TNHHDP	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P173809	BiH COVID-19 loan	BA	Ministry of Finance & Treasury	Bosnia and Herzegovina
P173809	BiH COVID-19 loan	BA	Ministry of Finance & Treasury	Bosnia and Herzegovina
P173809	BiH COVID-19 loan	BA	Ministry of Finance & Treasury	Bosnia and Herzegovina
P173809	BiH COVID-19 loan	BA	Ministry of Finance & Treasury	Bosnia and Herzegovina
P173809	BiH COVID-19 loan	BA	Ministry of Finance & Treasury	Bosnia and Herzegovina
P173809	BiH COVID-19 loan	BA	Ministry of Finance & Treasury	Bosnia and Herzegovina
P173809	BiH COVID-19 loan	BA	Ministry of Finance & Treasury	Bosnia and Herzegovina
P173809	BiH COVID-19 loan	BA	Ministry of Finance & Treasury	Bosnia and Herzegovina
P173883	Eswatini COVID-19 ERP	SZ	MINISTRY OF FINANCE	Eswatini
P173883	Eswatini COVID-19 ERP	SZ	MINISTRY OF FINANCE	Eswatini
P173883	Eswatini COVID-19 ERP	SZ	MINISTRY OF FINANCE	Eswatini
P173883	Eswatini COVID-19 ERP	SZ	MINISTRY OF FINANCE	Eswatini
P173883	Eswatini COVID-19 ERP	SZ	MINISTRY OF FINANCE	Eswatini
P173883	Eswatini COVID-19 ERP	SZ	MINISTRY OF FINANCE	Eswatini
P173883	Eswatini COVID-19 ERP	SZ	MINISTRY OF FINANCE	Eswatini
P173883	Eswatini COVID-19 ERP	SZ	MINISTRY OF FINANCE	Eswatini
P147521	SRMIDP	GE	MINISTRY OF FINANCE - Georgia	Georgia
P147521	SRMIDP	GE	MINISTRY OF FINANCE - Georgia	Georgia
P147521	SRMIDP	GE	MINISTRY OF FINANCE - Georgia	Georgia
P147521	SRMIDP	GE	MINISTRY OF FINANCE - Georgia	Georgia
P147521	SRMIDP	GE	MINISTRY OF FINANCE - Georgia	Georgia
P147521	SRMIDP	GE	MINISTRY OF FINANCE - Georgia	Georgia
P147521	SRMIDP	GE	MINISTRY OF FINANCE - Georgia	Georgia
P037423	CHUBU POWER	JP		
P037423	CHUBU POWER	JP		
P007527	LIVESTOCK IV	MX	NACIONAL FINANCIERA, S.N.C. NAFIN	Mexico
P007527	LIVESTOCK IV	MX	NACIONAL FINANCIERA, S.N.C. NAFIN	Mexico
P173872	El Salvador COVID-19 Emergency Response	SV	MINISTERIO DE HACIENDA	El Salvador
P173872	El Salvador COVID-19 Emergency Response	SV	MINISTERIO DE HACIENDA	El Salvador
P173872	El Salvador COVID-19 Emergency Response	SV	MINISTERIO DE HACIENDA	El Salvador
P173872	El Salvador COVID-19 Emergency Response	SV	MINISTERIO DE HACIENDA	El Salvador
P173872	El Salvador COVID-19 Emergency Response	SV	MINISTERIO DE HACIENDA	El Salvador
P173872	El Salvador COVID-19 Emergency Response	SV	MINISTERIO DE HACIENDA	El Salvador
P173872	El Salvador COVID-19 Emergency Response	SV	MINISTERIO DE HACIENDA	El Salvador
P173872	El Salvador COVID-19 Emergency Response	SV	MINISTERIO DE HACIENDA	El Salvador
P166868	STARS	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P166868	STARS	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P166868	STARS	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P166868	STARS	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P166868	STARS	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P166868	STARS	IN	CONTROLLER OF AID ACCOUNTS & AUDIT	India
P168280	Sustaining Market Reforms in Uzbekistan	UZ	MINISTRY OF FINANCE	Uzbekistan
P168280	Sustaining Market Reforms in Uzbekistan	UZ	MINISTRY OF FINANCE	Uzbekistan
P168280	Sustaining Market Reforms in Uzbekistan	UZ	MINISTRY OF FINANCE	Uzbekistan
P168280	Sustaining Market Reforms in Uzbekistan	UZ	MINISTRY OF FINANCE	Uzbekistan
P168280	Sustaining Market Reforms in Uzbekistan	UZ	MINISTRY OF FINANCE	Uzbekistan
P168280	Sustaining Market Reforms in Uzbekistan	UZ	MINISTRY OF FINANCE	Uzbekistan
P168280	Sustaining Market Reforms in Uzbekistan	UZ	MINISTRY OF FINANCE	Uzbekistan
P168280	Sustaining Market Reforms in Uzbekistan	UZ	MINISTRY OF FINANCE	Uzbekistan
P173988	Turkey Emergency COVID-19 Health Project	TR	Ministry of Treasury and Finance	Turkey
P173988	Turkey Emergency COVID-19 Health Project	TR	Ministry of Treasury and Finance	Turkey
P173988	Turkey Emergency COVID-19 Health Project	TR	Ministry of Treasury and Finance	Turkey
P173988	Turkey Emergency COVID-19 Health Project	TR	Ministry of Treasury and Finance	Turkey
P173988	Turkey Emergency COVID-19 Health Project	TR	Ministry of Treasury and Finance	Turkey
P173988	Turkey Emergency COVID-19 Health Project	TR	Ministry of Treasury and Finance	Turkey
P173988	Turkey Emergency COVID-19 Health Project	TR	Ministry of Treasury and Finance	Turkey
P173988	Turkey Emergency COVID-19 Health Project	TR	Ministry of Treasury and Finance	Turkey
P172863	COVID-19 Financial Access DPF	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P172863	COVID-19 Financial Access DPF	MX	Secretaria de Hacienda Y Credito Publico	Mexico
